Wall time,Step,Value
1585070040.1857302,5670,0.0065896580927073956
1585071271.0659466,12042,0.08809337764978409
1585071907.4591782,12094,0.018452169373631477
1585072499.2760255,12095,0.016298692673444748
1585073111.7021456,12181,0.023213280364871025
1585073761.0106285,12182,0.016005264595150948
1585074363.0986505,12183,0.013346537947654724
1585077610.4300933,17760,0.14316058158874512
1585078255.2693524,17761,0.146090567111969
1585078899.1205473,17762,0.149320587515831
1585079550.9049077,17763,0.15062829852104187
1585080202.369267,17764,0.14471715688705444
1585080854.663771,17765,0.14606352150440216
1585081508.1206412,17766,0.14355763792991638
1585083503.0700946,23489,0.4558902084827423
1585084182.9913068,23490,0.4478485882282257
1585084905.3935468,23491,0.4520702064037323
1585085625.332324,23492,0.4610898792743683
1585086310.3753057,23493,0.4716726243495941
1585087041.4868872,23494,0.4691285192966461
1585087757.6932266,23495,0.46182000637054443
1585089964.96195,29164,0.3223586976528168
1585090704.7364547,29165,0.31199780106544495
1585091407.2796717,29166,0.30497339367866516
1585092147.6796854,29167,0.3012350797653198
1585092844.320436,29168,0.3022179901599884
1585095379.0936027,34905,0.559400737285614
1585096113.7867706,34906,0.5453465580940247
1585096855.5654204,34907,0.539397656917572
1585097577.3074427,34908,0.5507040023803711
1585098294.7991166,34909,0.5649943947792053
1585099014.7488778,34910,0.5838532447814941
1585099751.570774,34911,0.6045361161231995
1585100511.1617312,34912,0.6159642338752747
1585101240.775279,34913,0.6163159012794495
1585136230.7125735,40623,0.5317168235778809
1585136951.9055898,40624,0.5203315019607544
1585137698.3728514,40625,0.507959246635437
1585138420.0743241,40626,0.49850228428840637
1585139146.096989,40627,0.4878559708595276
1585141241.4516294,46169,0.7725067734718323
1585142123.537077,46170,0.772318422794342
1585142953.534896,46171,0.7705321311950684
1585143803.1750476,46172,0.7655917406082153
1585146398.4769742,51824,0.7578582167625427
1585147288.8596094,51825,0.7536662817001343
1585148143.893145,51826,0.7470389604568481
1585149022.0298204,51827,0.7408590912818909
1585149854.3454804,51828,0.7429888248443604
1585150687.1057675,51829,0.7440556287765503
1585151523.7323604,51830,0.7469118237495422
1585154064.736893,57530,0.691402792930603
1585154879.4394257,57531,0.7044017910957336
1585155729.299908,57532,0.7280827760696411
1585156550.4963236,57533,0.7532740235328674
1585157397.0947115,57534,0.7696290016174316
1585158258.4201865,57535,0.7749706506729126
1585163834.561714,59671,0.8451912999153137
1585164677.113348,59672,0.8454021215438843
1585165512.047012,59673,0.8473251461982727
1585166369.5637367,59674,0.8497511744499207
1585167203.2337945,59675,0.852504312992096
1585168038.7694397,59676,0.8551731705665588
1585168906.9282384,59677,0.85676509141922
1585354416.2489507,61309,0.8572415709495544
1585355284.464663,61310,0.8553153872489929
1585356131.2175395,61311,0.8542444109916687
1585356971.7522967,61312,0.8516460657119751
1585357784.5323496,61313,0.8533450365066528
1585358602.7734349,61314,0.8547762632369995
1585359441.4401839,61315,0.8553133010864258
1585360309.844317,61316,0.8544217944145203
1585361150.8039045,61317,0.8526613712310791
1585361959.9632072,61318,0.851333498954773
1585400807.5889301,62806,0.8579578399658203
1585402392.5291412,64160,0.8573313355445862
1585403217.0621867,64161,0.859419584274292
1585404063.0229342,64162,0.8582239151000977
1585426440.0263078,67381,0.8485826253890991
1585427324.9202669,67382,0.848499596118927
1585429731.5210416,68996,0.8458572030067444
1585430663.4842734,68997,0.847967803478241
1585431575.8716738,68998,0.8486548066139221
1585433981.7932947,70624,0.7583696842193604
1585434897.025024,70625,0.7647968530654907
1585435781.363414,70626,0.7862723469734192
1585436704.3317885,70627,0.8033092021942139
